para_0,para_1,para_2,para_3,para_4,para_5,para_6,para_7,para_8,para_9,para_10,para_11,para_12,para_13,para_14,para_15,para_16,para_17,para_18,para_19,para_20,para_21,para_22,para_23,para_24,para_25,para_26,para_27,para_28,para_29,para_30,para_31,para_32,para_33,para_34,para_35,para_36,para_37,para_38,para_39,para_40,para_41,para_42,para_43,para_44,para_45,para_46,para_47,para_48,para_49,para_50,para_51,para_52,para_53,para_54,para_55,para_56,para_57,para_58,para_59,para_60,para_61,para_62,para_63
5.750444273967655,-0.12803435306980515,1832.5243417920665,-13.838148288818049,1.4383470651983183,-7.47795663892138,-4.55788406396035,-6.466043731239952,-18720.66943692017,0.04102498046009531,-34.13441184965925,3.3431253284996334,-3.1915304892228815,-2.142613266908147,3.015751740996329,-0.7399312651757298,3253.5609301755567,-0.06247843644986646,-512.3966967209277,-162.64973248585932,1.226997468055418,-0.43845663646804384,-158.81029683996064,1.0102636408564143,1221.2419504618601,0.021435204620935927,12.002410862769262,-2.948065290524387,3.650238298403625,0.8147079963260468,-4.518771054484546,-1.6688313726529334,168.56779228290156,-0.00018004927504033715,-43.17288554423274,-0.48746614388571485,-1.2009371658857537,0.08362673792479983,-1.10709607292005,10.438392418176914,472.8832582889269,11.276596718298388,29.04619214645094,0.00849413112836042,0.8136286265471616,-0.267127089260453,-10.08958581600612,0.5104646287641719,-11.28541044000838,-29.04297698064798,-0.19810752804036175,-0.22422087021900922,-0.10347201773687832,-0.2909307262135894,-0.11571514228136487,-0.10990079549215129,-0.2383425498081217,-1.8936162650527697,-1.8729424910163828,-0.9729352437122079,-1.112072240265042,-0.6626736401457289,-0.2947866887272485,-0.6044325823657128
